snf_grant_number;year;research_area;amount_granted;role;research_institution;research_institution_type;country;iso_code;continent;partner_budget;world_region;person_id
172637;2017;"Mathematics, Natural and
Engineering Sciences";502593;Co-applicants;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;15863
189129;2019;Biology and Medicine;NA;Projektpartner;University of Lausanne – LA;Cantonal University;NA;NA;NA;NA;NA;3773
175567;2017;"Mathematics, Natural and
Engineering Sciences";300000;Applicant;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;7626
182815;2018;Biology and Medicine;NA;Projektpartner;Non-profit organisations (libraries, museums, foundations) and administration – NPO;Other research institutions;Switzerland;CH;Europe;NA;Europe;12898
182031;2018;"Mathematics, Natural and
Engineering Sciences";420000;Applicant;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;4100
175877;2017;Humanities and Social Sciences;489032;Applicant;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;10243
201060;2021;Biology and Medicine;NA;Projektpartner;University of Lausanne – LA;Cantonal University;Switzerland;CH;Europe;NA;Europe;7163
184972;2019;Humanities and Social Sciences;NA;Projektpartner;NA;NA;Belgium;BE;Europe;NA;Europe;508
188697;2019;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;Austria;AT;Europe;NA;Europe;16580
212828;2022;Humanities and Social Sciences;NA;Projektpartner;Pädagogische Hochschule der Fachhochschule Nordwestschweiz – PH-FHNW;University of Teacher Education;Switzerland;CH;Europe;NA;Europe;4014
182239;2018;"Mathematics, Natural and
Engineering Sciences";964356;Applicant;Physikal.-Meteorolog. Observatorium Davos – PMOD;Other research institutions;Switzerland;CH;Europe;NA;Europe;3323
204977;2021;Biology and Medicine;653537;Co-applicants;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;5733
200871;2021;Biology and Medicine;NA;Projektpartner;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;1739
179076;2018;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;Paul Scherrer Institute – PSI;ETH domain;Switzerland;CH;Europe;NA;Europe;11603
192409;2020;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;12884
172740;2017;Humanities and Social Sciences;384290;Applicant;University of Lausanne – LA;Cantonal University;Switzerland;CH;Europe;NA;Europe;10210
204525;2021;Biology and Medicine;NA;Projektpartner;NA;NA;Italy;IT;Europe;NA;Europe;11001
175984;2017;Biology and Medicine;NA;Projektpartner;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;10733
182142;2018;Humanities and Social Sciences;NA;Projektpartner;NA;NA;France;FR;Europe;NA;Europe;14333
179155;2018;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;Belgium;BE;Europe;NA;Europe;13371
207952;2022;Biology and Medicine;562848;Applicant;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;15046
182134;2018;Humanities and Social Sciences;316882;Applicant;University of Applied Sciences and Arts Northwestern Switzerland (without UTE) – FHNW;University of Applied Sciences;Switzerland;CH;Europe;NA;Europe;11826
184798;2019;"Mathematics, Natural and
Engineering Sciences";502978;Co-applicants;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;4422
197462;2020;Biology and Medicine;NA;Projektpartner;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;5511
207373;2022;"Mathematics, Natural and
Engineering Sciences";850667;Co-applicants;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;15340
204361;2021;Biology and Medicine;NA;Projektpartner;NA;NA;Belgium;BE;Europe;NA;Europe;16600
207701;2022;Biology and Medicine;NA;Projektpartner;NA;NA;France;FR;Europe;NA;Europe;14603
185467;2019;Humanities and Social Sciences;206790;Applicant;Pädagogische Hochschule Luzern – PHLU;University of Teacher Education;Switzerland;CH;Europe;NA;Europe;5293
212796;2022;Humanities and Social Sciences;NA;Projektpartner;Pädagogische Hochschule der Fachhochschule Nordwestschweiz – PH-FHNW;University of Teacher Education;Switzerland;CH;Europe;NA;Europe;8466
175492;2017;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;Unassignable – NA;Other research institutions;United Kingdom;GB;Europe;NA;Europe;12960
188490;2019;"Mathematics, Natural and
Engineering Sciences";1050000;Applicant;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;7604
212060;2022;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;United Kingdom;GB;Europe;NA;Europe;5684
188744;2019;Biology and Medicine;700000;Applicant;EPF Lausanne – EPFL;ETH domain;Switzerland;CH;Europe;NA;Europe;10890
200970;2021;Humanities and Social Sciences;NA;Projektpartner;NA;NA;Canada;CA;North America;NA;North America;9019
192648;2020;Biology and Medicine;408464;Co-applicants;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;9556
189365;2019;Humanities and Social Sciences;694424;Co-applicants;NA;NA;United Kingdom;GB;Europe;NA;Europe;10432
182829;2018;Biology and Medicine;912035;Applicant;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;5055
179382;2018;Biology and Medicine;286000;Applicant;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;2053
204320;2021;"Mathematics, Natural and
Engineering Sciences";194844;Applicant;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;1300
212060;2022;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;Institution abroad – IACH;Other research institutions;Switzerland;CH;Europe;NA;Europe;14126
196847;2020;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;Germany;DE;Europe;NA;Europe;12182
204898;2021;Biology and Medicine;NA;Projektpartner;NA;NA;Georgia;GE;Europe;NA;Europe;3875
182292;2018;Humanities and Social Sciences;419033;Applicant;Graduate Institute of International and Development Studies – IHEID;Other research institutions;Switzerland;CH;Europe;NA;Europe;1831
197078;2020;Biology and Medicine;442240;Applicant;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;2778
179436;2018;Biology and Medicine;NA;Projektpartner;EPF Lausanne – EPFL;ETH domain;Switzerland;CH;Europe;NA;Europe;11290
212082;2022;"Mathematics, Natural and
Engineering Sciences";623288;Applicant;EPF Lausanne – EPFL;ETH domain;Switzerland;CH;Europe;NA;Europe;3251
212730;2022;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;France;FR;Europe;NA;Europe;11798
185009;2019;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;733
212301;2022;Humanities and Social Sciences;NA;Projektpartner;NA;NA;France;FR;Europe;NA;Europe;9644
208152;2022;Biology and Medicine;649009;Co-applicants;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;6376
207555;2022;Humanities and Social Sciences;897525;Applicant;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;13291
212491;2022;Humanities and Social Sciences;NA;Projektpartner;NA;NA;United States of America;US;North America;NA;North America;10854
175529;2017;"Mathematics, Natural and
Engineering Sciences";487218;Applicant;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;15206
192219;2020;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;Paul Scherrer Institute – PSI;ETH domain;Switzerland;CH;Europe;NA;Europe;7872
188910;2019;"Mathematics, Natural and
Engineering Sciences";967364;Applicant;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;5903
184878;2019;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;Denmark;DK;Europe;NA;Europe;13583
188978;2019;Biology and Medicine;705928;Applicant;Paul Scherrer Institute – PSI;ETH domain;Switzerland;CH;Europe;NA;Europe;6994
173123;2017;Biology and Medicine;NA;Projektpartner;University of Lausanne – LA;Cantonal University;Switzerland;CH;Europe;NA;Europe;15301
192400;2020;Humanities and Social Sciences;NA;Projektpartner;NA;NA;United Kingdom;GB;Europe;NA;Europe;9637
182032;2018;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;2093
200654;2021;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;531
200706;2021;Biology and Medicine;931550;Applicant;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;14044
175984;2017;Biology and Medicine;NA;Projektpartner;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;15061
212982;2022;Biology and Medicine;716848;Applicant;Non-profit organisations (libraries, museums, foundations) and administration – NPO;Other research institutions;Switzerland;CH;Europe;NA;Europe;14112
175809;2017;"Mathematics, Natural and
Engineering Sciences";609998;Applicant;EPF Lausanne – EPFL;ETH domain;Switzerland;CH;Europe;NA;Europe;9654
192274;2020;"Mathematics, Natural and
Engineering Sciences";969597;Applicant;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;10384
197398;2020;Biology and Medicine;NA;Projektpartner;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;8677
192804;2020;Biology and Medicine;NA;Projektpartner;NA;NA;Norway;NO;Europe;NA;Europe;14347
172950;2017;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;United States of America;US;North America;NA;North America;6660
184932;2019;Biology and Medicine;555570;Applicant;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;2685
188901;2019;Humanities and Social Sciences;NA;Projektpartner;NA;NA;France;FR;Europe;NA;Europe;2610
182838;2018;Humanities and Social Sciences;604878;Applicant;University of Lucerne – LU;Cantonal University;Switzerland;CH;Europe;NA;Europe;12617
184918;2019;Biology and Medicine;399454;Co-applicants;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;7593
181985;2018;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;Russia;RU;Europe;NA;Europe;8657
182311;2018;Humanities and Social Sciences;NA;Projektpartner;NA;NA;South Africa;ZA;Africa;NA;Africa;2873
212355;2022;Humanities and Social Sciences;NA;Projektpartner;Swiss Paraplegic Research – SPF;Other research institutions;Switzerland;CH;Europe;NA;Europe;15662
176435;2017;Humanities and Social Sciences;586513;Applicant;Graduate Institute of International and Development Studies – IHEID;Other research institutions;Switzerland;CH;Europe;NA;Europe;10025
184663;2019;Biology and Medicine;NA;Projektpartner;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;9348
173101;2017;Biology and Medicine;632000;Applicant;University of Lausanne – LA;Cantonal University;Switzerland;CH;Europe;NA;Europe;5631
182150;2018;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;943
192524;2020;Biology and Medicine;468702;Applicant;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;11067
196898;2020;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;Paul Scherrer Institute – PSI;ETH domain;Switzerland;CH;Europe;NA;Europe;11357
178837;2018;Humanities and Social Sciences;859042;Co-applicants;Non-profit organisations (libraries, museums, foundations) and administration – NPO;Other research institutions;Switzerland;CH;Europe;NA;Europe;7146
192020;2020;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;EPF Lausanne – EPFL;ETH domain;Switzerland;CH;Europe;NA;Europe;2030
182832;2018;Biology and Medicine;NA;Projektpartner;EPF Lausanne – EPFL;ETH domain;Switzerland;CH;Europe;NA;Europe;1624
212553;2022;Biology and Medicine;NA;Projektpartner;NA;NA;United Kingdom;GB;Europe;NA;Europe;7032
208090;2022;Humanities and Social Sciences;996972;Applicant;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;5053
212209;2022;Biology and Medicine;NA;Projektpartner;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;4303
185210;2019;Humanities and Social Sciences;442284;Applicant;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;10002
185399;2019;Humanities and Social Sciences;896518;Applicant;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;4836
173147;2017;Biology and Medicine;700000;Applicant;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;15925
212644;2022;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;5718
205093;2021;Biology and Medicine;NA;Projektpartner;NA;NA;United States of America;US;North America;NA;North America;6936
212984;2022;Biology and Medicine;NA;Projektpartner;NA;NA;Germany;DE;Europe;NA;Europe;7195
182371;2018;Humanities and Social Sciences;494579;Applicant;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;11430
200642;2021;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;10325
182778;2018;Biology and Medicine;NA;Projektpartner;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;3974
197836;2020;Biology and Medicine;603908;Applicant;University of Basel – BS;Cantonal University;Switzerland;CH;Europe;NA;Europe;5806
188805;2019;Humanities and Social Sciences;NA;Projektpartner;NA;NA;Germany;DE;Europe;NA;Europe;9559
192441;2020;Humanities and Social Sciences;919988;Applicant;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;15338
212940;2022;"Mathematics, Natural and
Engineering Sciences";288883;Applicant;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;5088
184913;2019;Biology and Medicine;NA;Projektpartner;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;8481
212764;2022;Biology and Medicine;NA;Projektpartner;University of Lausanne – LA;Cantonal University;Switzerland;CH;Europe;NA;Europe;7902
212589;2022;Biology and Medicine;630000;Applicant;University of Basel – BS;Cantonal University;Switzerland;CH;Europe;NA;Europe;10757
185422;2019;Humanities and Social Sciences;674540;Co-applicants;University of Applied Sciences and Arts Western Switzerland – HES-SO;University of Applied Sciences;Switzerland;CH;Europe;NA;Europe;14901
192407;2020;Humanities and Social Sciences;NA;Projektpartner;University of Basel – BS;Cantonal University;Switzerland;CH;Europe;NA;Europe;5303
188792;2019;Humanities and Social Sciences;462292;Applicant;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;12824
173315;2017;Humanities and Social Sciences;NA;Projektpartner;University of Neuchatel – NE;Cantonal University;Switzerland;CH;Europe;NA;Europe;743
192829;2020;Humanities and Social Sciences;633870;Applicant;University of Applied Sciences and Arts Western Switzerland – HES-SO;University of Applied Sciences;Switzerland;CH;Europe;NA;Europe;10773
172980;2017;Biology and Medicine;560523;Applicant;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;8911
175547;2017;Biology and Medicine;700000;Applicant;University of Fribourg – FR;Cantonal University;Switzerland;CH;Europe;NA;Europe;11294
185031;2019;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;United Kingdom;GB;Europe;NA;Europe;6226
192536;2020;Biology and Medicine;700000;Applicant;University of Basel – BS;Cantonal University;Switzerland;CH;Europe;NA;Europe;415
182303;2018;Humanities and Social Sciences;272050;Applicant;University of St.Gallen – SG;Cantonal University;Switzerland;CH;Europe;NA;Europe;14706
201127;2021;Humanities and Social Sciences;NA;Projektpartner;University of St.Gallen – SG;Cantonal University;Switzerland;CH;Europe;NA;Europe;46
184865;2019;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;7497
